,article_name,article_quality,country,revision_id,population
462,Muteesa I of Buganda,Start,Uganda,805179937,40141000
463,Mwanga II of Buganda,C,Uganda,805289323,40141000
464,Idi Amin,B,Uganda,805328243,40141000
465,Irene Muloni,Start,Uganda,805393764,40141000
466,Gershom Sizomu,Start,Uganda,805409966,40141000
467,Specioza Kazibwe,Start,Uganda,805435381,40141000
468,Janet Museveni,C,Uganda,805463795,40141000
469,Evelyn Anite,C,Uganda,805660978,40141000
470,Betty Amongi,Start,Uganda,805668648,40141000
471,Cecilia Ogwal,Start,Uganda,805668810,40141000
472,Doreen Amule,Start,Uganda,805678630,40141000
473,Muhammad Nsereko,C,Uganda,806171535,40141000
474,Betty Nambooze,Start,Uganda,806171836,40141000
475,Barbara Nekesa Oundo,Start,Uganda,806276711,40141000
476,Oliver Wonekha,Start,Uganda,806276835,40141000
477,Margaret Zziwa,Start,Uganda,806337809,40141000
478,Mutesa II of Buganda,C,Uganda,806741960,40141000
479,Ignatius K. Musaazi,C,Uganda,807146511,40141000
480,Princess Elizabeth Nantale Mulondo,Start,Uganda,807467793,40141000
481,Template:Namibia-politician-stub,Stub,Namibia,391862409,2482100
482,Template:Namibia-mayor-stub,Stub,Namibia,444756008,2482100
483,Karlous Marx Shinohamba,Stub,Namibia,706945392,2482100
484,Dawid Bezuidenhout,Stub,Namibia,714705477,2482100
485,Gabes Shihepo,Stub,Namibia,714887791,2482100
486,Themistokles Dudu Murorua,Stub,Namibia,715035025,2482100
487,Johannes Nakwafila,Stub,Namibia,715168821,2482100
488,Kaire Mbuende,Stub,Namibia,715193056,2482100
489,Jhonny Haikella Hakaye,Stub,Namibia,715558961,2482100
490,Rihupisa Justus Kandando,Stub,Namibia,715716890,2482100
491,Sebastian Ignatius ǃGobs,Stub,Namibia,715737685,2482100
492,Hans Booys,Stub,Namibia,716991969,2482100
493,Isak Katali,Stub,Namibia,717212350,2482100
494,Paulus Kapia,Stub,Namibia,717631584,2482100
495,Johannes Isaaks,Stub,Namibia,717961259,2482100
496,Usko Nghaamwa,Stub,Namibia,719244071,2482100
497,Nangolo Ithete,Stub,Namibia,719408472,2482100
498,Solomon Witbooi,Stub,Namibia,719434480,2482100
499,Willem Appollus,Stub,Namibia,719595059,2482100
500,Reggie Diergaardt,Stub,Namibia,719824825,2482100
501,Hadino Hishongwa,Stub,Namibia,719949040,2482100
502,Erastus Tjejamba,Stub,Namibia,720139575,2482100
503,Gottlob Mbaukua,Stub,Namibia,720139591,2482100
504,Ambrosius Haingura,Stub,Namibia,721140900,2482100
505,John Shaetonhodi,Stub,Namibia,721902067,2482100
506,Theofelus Eiseb,Stub,Namibia,725653685,2482100
507,Hilma Nicanor,Stub,Namibia,725836779,2482100
508,Johan de Waal,Start,Namibia,726241234,2482100
509,Leon Jooste,Stub,Namibia,726241279,2482100
510,Eben van Zijl,Start,Namibia,726241614,2482100
511,Kalla Gertze,Start,Namibia,726549300,2482100
512,Festus Ueitele,Stub,Namibia,726575925,2482100
513,Moses Amweelo,Stub,Namibia,726634885,2482100
514,Paul Smit,Start,Namibia,726685653,2482100
515,Alpheus Muheua,Stub,Namibia,726826653,2482100
516,Tjekero Tweya,Start,Namibia,732970610,2482100
517,Lawrence Sampofu,Stub,Namibia,735098018,2482100
518,Marten Kapewasha,Stub,Namibia,736632076,2482100
519,Mose Penaani Tjitendero,Stub,Namibia,737894808,2482100
520,Clemens Kashuupulwa,Stub,Namibia,739326407,2482100
521,Muesee Kazapua,Stub,Namibia,742567576,2482100
522,Jan de Wet,Start,Namibia,749312888,2482100
523,Auguste Xoagus,Stub,Namibia,749384677,2482100
524,Arnold Tjihuiko,Stub,Namibia,749557521,2482100
525,Hafeni Ndemula,Stub,Namibia,750064392,2482100
526,Billy Mwaningange,Stub,Namibia,750168721,2482100
527,Thimoteus Tjamuaha,Stub,Namibia,750423258,2482100
528,Ignatius Shixwameni,Stub,Namibia,756962215,2482100
529,Hansina Christiaan,Stub,Namibia,757074156,2482100
530,Elma Dienda,Stub,Namibia,757074197,2482100
531,Clara Gowases,Stub,Namibia,757074271,2482100
532,Petrina Haingura,Stub,Namibia,757074308,2482100
533,Agnes Kafula,Stub,Namibia,757075026,2482100
534,Rosa Kavara,Stub,Namibia,757075263,2482100
535,Ngohauvi Lydia Kavetu,Stub,Namibia,757075306,2482100
536,Agnes Limbo,Start,Namibia,757075328,2482100
537,Teopolina Mushelenga,Start,Namibia,757075486,2482100
538,Pashukeni Shoombe,Stub,Namibia,757076190,2482100
539,Katrina Hanse-Himarwa,Stub,Namibia,757565608,2482100
540,Henock Kankoshi,Stub,Namibia,757916897,2482100
541,Ida Hoffmann,Stub,Namibia,758853149,2482100
542,Sirkka Ausiku,Stub,Namibia,763773708,2482100
543,Royal /Ui/o/oo,Stub,Namibia,765635399,2482100
544,Andrew Matjila,Stub,Namibia,767169616,2482100
545,Nathaniel Maxuilili,Stub,Namibia,768127257,2482100
546,Richard Kamwi,Start,Namibia,768705466,2482100
547,Joel Kaapanda,Start,Namibia,768706125,2482100
548,Rebecca Ndjoze-Ojo,Start,Namibia,768706805,2482100
549,Pohamba Shifeta,Start,Namibia,768706876,2482100
550,Uahekua Herunga,Stub,Namibia,768707364,2482100
551,Silvia Makgone,Stub,Namibia,768707856,2482100
552,Uilika Nambahu,Stub,Namibia,768797762,2482100
553,Pauline Dempers,Start,Namibia,768809413,2482100
554,Kovambo Nujoma,Start,Namibia,768878536,2482100
555,Penehupifo Pohamba,Start,Namibia,770535053,2482100
556,Hendrik Witbooi (politician),Start,Namibia,772596247,2482100
557,Ben Amathila,Start,Namibia,773039495,2482100
558,Heiko Lucks,Stub,Namibia,773070957,2482100
559,Netumbo Nandi-Ndaitwah,Start,Namibia,773073864,2482100
560,Erasmus Hendjala,Stub,Namibia,773588389,2482100
561,Cornelius Thuhageni Njoba,Stub,Namibia,774841020,2482100
562,Jurie Viljoen,Start,Namibia,777857622,2482100
563,Kandy Nehova,Stub,Namibia,778252266,2482100
564,Laura McLeod-Katjirua,Start,Namibia,779986740,2482100
565,Lempy Lucas,Start,Namibia,780240233,2482100
566,Jager Afrikaner,Start,Namibia,781797749,2482100
567,Jan Jonker Afrikaner,Stub,Namibia,781797819,2482100
568,Usutuaije Maamberua,Start,Namibia,782432741,2482100
569,Lucia Witbooi,Stub,Namibia,782487405,2482100
570,Philemon Moongo,Start,Namibia,782702063,2482100
571,Margaret Mensah-Williams,Start,Namibia,783424239,2482100
572,Marlene Mungunda,Stub,Namibia,783659445,2482100
573,Matheus Shikongo,Stub,Namibia,783936425,2482100
574,Hendrina Afrikaner,Stub,Namibia,785009070,2482100
575,Nickey Iyambo,C,Namibia,785237742,2482100
576,Willem Konjore,Stub,Namibia,785239830,2482100
577,Christian Afrikaner,Stub,Namibia,785267613,2482100
578,Manasse ǃNoreseb,GA,Namibia,787159099,2482100
579,Emil Appolus,Start,Namibia,787547117,2482100
580,Saara Kuugongelwa,Start,Namibia,787813373,2482100
581,Bernhardt Esau,Start,Namibia,787890930,2482100
582,John Pandeni,Start,Namibia,788618481,2482100
583,Loide Kasingo,Start,Namibia,788620617,2482100
584,Anton von Wietersheim,Stub,Namibia,789457805,2482100
585,Emma Tuahepa,Stub,Namibia,789936651,2482100
586,Template:Namibian-politician-stub,Stub,Namibia,789946235,2482100
587,Asser Mbai,Stub,Namibia,789979998,2482100
588,Piet van der Walt,Stub,Namibia,790732456,2482100
589,Tom Alweendo,Stub,Namibia,790926872,2482100
590,Jeremia Nambinga,Stub,Namibia,790971471,2482100
591,Lucia Basson,Stub,Namibia,791521544,2482100
592,Monica Geingos,Stub,Namibia,792295818,2482100
593,Albert Kawana,Start,Namibia,792363345,2482100
594,Buddy Wentworth,Stub,Namibia,792553915,2482100
595,Bernadus Swartbooi,Stub,Namibia,792730125,2482100
596,Sophia Shaningwa,Stub,Namibia,793644087,2482100
597,Clemens Kapuuo,Start,Namibia,794649810,2482100
598,Joseph Obgeb Jimmy,Stub,Namibia,797028914,2482100
599,Andreas Shipanga,C,Namibia,797218947,2482100
600,Hermanus Beukes,Start,Namibia,797219044,2482100
601,Elaine Trepper,Stub,Namibia,797422099,2482100
602,Anton Lubowski,Start,Namibia,797926029,2482100
603,John Ya-Otto,Stub,Namibia,798445586,2482100
604,Peya Mushelenga,Start,Namibia,798678085,2482100
605,Rosa Namises,C,Namibia,798722629,2482100
606,Mohammed Stuart,Stub,Namibia,799023818,2482100
607,David Namwandi,Start,Namibia,799202571,2482100
608,Dawid Boois,Start,Namibia,799283073,2482100
609,Nora Schimming-Chase,Stub,Namibia,799298806,2482100
610,Peter Naholo,Stub,Namibia,799511171,2482100
611,Monica Nashandi,Start,Namibia,799557543,2482100
612,Sakaria Nashandi,Stub,Namibia,799557683,2482100
613,Penda Ya Ndakolo,Stub,Namibia,799557832,2482100
614,Wilfried Emvula,Stub,Namibia,799559369,2482100
615,Elia Kaiyamo,Start,Namibia,799560238,2482100
616,Marx Nekongo,Stub,Namibia,799561144,2482100
617,Priscilla Beukes,Stub,Namibia,799566361,2482100
618,Philemon Malima,Start,Namibia,799949216,2482100
619,Rosalia Nghidinwa,Start,Namibia,800002912,2482100
620,Rudolph Kamburona,Stub,Namibia,800014905,2482100
621,Samuel Mbambo,Start,Namibia,800067483,2482100
622,Brendan Simbwaye,Start,Namibia,800092405,2482100
623,First Lady of Namibia,Stub,Namibia,800356701,2482100
624,Doreen Sioka,Start,Namibia,800360997,2482100
625,Steve Bezuidenhout,Stub,Namibia,800697620,2482100
626,Erastus Uutoni,Start,Namibia,801845003,2482100
627,Pendukeni Iivula-Ithana,C,Namibia,803055843,2482100
628,Nehale Mpingana,Start,Namibia,803403039,2482100
629,John Mabuku,Stub,Namibia,804447986,2482100
630,Libertina Amathila,Start,Namibia,804939484,2482100
631,Frans Indongo,Start,Namibia,804964495,2482100
632,Eric Biwa,Stub,Namibia,804964895,2482100
633,Steve Mogotsi,Start,Namibia,805008003,2482100
634,Clara Bohitile,Start,Namibia,805008074,2482100
635,Michael Goreseb,Stub,Namibia,805053642,2482100
636,Lydia Katjita,Start,Namibia,805054018,2482100
637,Asser Kuveri Kapere,Start,Namibia,805055267,2482100
638,Immanuel Ngatjizeko,Start,Namibia,805120872,2482100
639,Elijah Ngurare,Start,Namibia,805772941,2482100
640,Sacky Shanghala,Stub,Namibia,805855320,2482100
641,Angelika Muharukua,Start,Namibia,805981237,2482100
642,Martin Andjaba,Stub,Namibia,806653470,2482100
643,Jonker Afrikaner,Start,Namibia,806995404,2482100
644,Kanuni (hompa),Start,Namibia,807120122,2482100
645,Gustaphine Tjombe,Stub,Namibia,807168546,2482100
646,Template:Nigeria-politician-stub,Stub,Nigeria,391862819,181839400
647,Template:Nigeria-diplomat-stub,Stub,Nigeria,548342756,181839400
648,Template:Nigeria-activist-stub,Stub,Nigeria,563278068,181839400
649,Aliyu Ibrahim Gebi,Stub,Nigeria,639021339,181839400
650,Azeez Issa Adesiji,Stub,Nigeria,671511760,181839400
651,Salisu Buhari,Stub,Nigeria,677435096,181839400
652,Template:RiversState-politician-stub,Stub,Nigeria,683127263,181839400
653,Template:Abia State-politician-stub,Stub,Nigeria,683996491,181839400
654,Igwe Aja-Nwachukwu,Stub,Nigeria,691389889,181839400
655,Christopher Nwankwo,Stub,Nigeria,696479863,181839400
656,Henry Ajomale,Stub,Nigeria,704094181,181839400
657,Kolapo Ishola,Start,Nigeria,704235837,181839400
658,Philip O. Emafo,Stub,Nigeria,704719275,181839400
659,Gidado dan Laima,Start,Nigeria,705586751,181839400
660,Jolly Nyame,Stub,Nigeria,706146554,181839400
661,Michael Botmang,Stub,Nigeria,709667983,181839400
662,Aliyu Musa,Stub,Nigeria,710281144,181839400
663,Suleiman Takuma,Start,Nigeria,710317252,181839400
664,Igwegbe Odum,Stub,Nigeria,710422165,181839400
665,Isaac Shaahu,Stub,Nigeria,710510120,181839400
666,Ahmed Musa (politician),Stub,Nigeria,710510264,181839400
667,John Kadiya,Stub,Nigeria,710510671,181839400
668,Mahmud Tukur,Stub,Nigeria,710518211,181839400
669,Dapo Sarumi,Stub,Nigeria,710533184,181839400
670,Abraham Imogie,Stub,Nigeria,710533207,181839400
671,Adelusi Adeluyi,Stub,Nigeria,710533503,181839400
672,Samuel Edem,Stub,Nigeria,710985648,181839400
673,Jacob Obande,Stub,Nigeria,711417189,181839400
674,Abba Habib,Stub,Nigeria,711545907,181839400
675,Ganiyu Dawodu,Stub,Nigeria,711978679,181839400
676,Wahab Goodluck,Stub,Nigeria,712081212,181839400
677,Eddie Mbadiwe,Stub,Nigeria,712155706,181839400
678,George Agbazika Innih,Start,Nigeria,712289148,181839400
679,Oluseyi Bajulaiye,Stub,Nigeria,712500159,181839400
680,Vincent Eze Ogbulafor,Stub,Nigeria,714196192,181839400
681,Joseph Tarka,Start,Nigeria,715792629,181839400
682,Peter Onu,Stub,Nigeria,716145017,181839400
683,Ayisha Osori,Start,Nigeria,717055090,181839400
684,Chukwuemeka Ujam,Stub,Nigeria,717185387,181839400
685,Mamuda Aliyu Shinkafi,Stub,Nigeria,717224947,181839400
686,Steven Lawani,Stub,Nigeria,717363689,181839400
687,John Ewerekumoh Yeri,Stub,Nigeria,717535392,181839400
688,Sani Ndanusa,Start,Nigeria,717537537,181839400
689,Musa Inuwa,Stub,Nigeria,717577322,181839400
690,Shehu Kangiwa,Start,Nigeria,717579914,181839400
691,Usman Faruk,Start,Nigeria,717587144,181839400
692,Mike Attah,Stub,Nigeria,717587540,181839400
693,Datti Abubakar,Stub,Nigeria,717588432,181839400
694,John Kpera,Start,Nigeria,717589198,181839400
695,Mustapha Ismail,Stub,Nigeria,717595920,181839400
696,Joe Kalu-Igboama,Stub,Nigeria,717595956,181839400
697,Tanko Zubairu,Start,Nigeria,717597698,181839400
698,Sunday Tuoyo,Stub,Nigeria,717601015,181839400
699,Sunday Abiodun Olukoya,Stub,Nigeria,717602204,181839400
700,Tony Ene Asuquo,Stub,Nigeria,717628113,181839400
701,Chukwuemeka Chikelu,Start,Nigeria,717711844,181839400
702,Broderick Bozimo,Stub,Nigeria,717802214,181839400
703,Olu Agunloye,Stub,Nigeria,717872176,181839400
704,Saidu Barda,Start,Nigeria,718146373,181839400
705,Werinipre Seibarugo,Stub,Nigeria,718210388,181839400
706,Musa Usman,Start,Nigeria,718225373,181839400
707,Omoniyi Caleb Olubolade,Start,Nigeria,718461820,181839400
708,Sefiu Adegbenga Kaka,Stub,Nigeria,719905993,181839400
709,Kingsley Esiso,Stub,Nigeria,720011103,181839400
710,Ikeje Asogwa,Start,Nigeria,720083087,181839400
711,Ignatius Olisemeka,Stub,Nigeria,720161941,181839400
712,Alhaji Hassan Dalhat,Stub,Nigeria,721581071,181839400
713,Maurice Ekpenyong,Stub,Nigeria,722438087,181839400
714,Joshua M. Lidani,Stub,Nigeria,722467684,181839400
715,Haliru Dantoro,Stub,Nigeria,722859616,181839400
716,Patrick Ekpotu,Stub,Nigeria,723745966,181839400
717,Saviour Friday Udoh,Stub,Nigeria,725060895,181839400
718,Ibrahim Dasuki Jalo-Waziri,Start,Nigeria,725377530,181839400
719,Stephen Oluwole Awokoya,Start,Nigeria,725642924,181839400
720,Yinka Durosinmi,Start,Nigeria,725668970,181839400
721,Mahmud Shinkafi,Stub,Nigeria,726805368,181839400
722,Muhammed K. Abubakar,Stub,Nigeria,726818559,181839400
723,Nduese Essien,Start,Nigeria,726818744,181839400
724,Oladapo Afolabi,Start,Nigeria,727741721,181839400
725,Lloyd Chukwuemeka,Stub,Nigeria,730632839,181839400
726,Jerry Needam,Stub,Nigeria,730842731,181839400
727,Ojo Maduekwe,Start,Nigeria,731021539,181839400
728,Clifford Ohiagu,Stub,Nigeria,731276297,181839400
729,Njoku Nnamdi,Stub,Nigeria,731276344,181839400
730,Iheanacho Obioma,Stub,Nigeria,731276359,181839400
731,Uchechukwu N. Maduako,Stub,Nigeria,731276379,181839400
732,Anthony Eze Enwereuzor,Stub,Nigeria,731276422,181839400
733,Macebuh Chinonyerem,Stub,Nigeria,731276452,181839400
734,Nwakanwa Chimaobi,Stub,Nigeria,731276490,181839400
735,Ameh Ebute,Stub,Nigeria,731276619,181839400
736,Tanimowo Ogunlesi,Stub,Nigeria,731579887,181839400
737,Raphael Nomiye,Start,Nigeria,732432078,181839400
738,Elizabeth Ativie,Start,Nigeria,737060177,181839400
739,Achike Udenwa,Stub,Nigeria,737673853,181839400
740,Michael O. Chinda,Stub,Nigeria,737771495,181839400
741,Martins Amaewhule,Stub,Nigeria,737781073,181839400
742,Frank Eke,Stub,Nigeria,737787109,181839400
743,Sarafa Tunji Ishola,Start,Nigeria,739125240,181839400
744,John Mark Inienger,Start,Nigeria,739129789,181839400
745,Adamu Waziri,Start,Nigeria,739175973,181839400
746,Abubakar Sadiq A. Mohammed,Stub,Nigeria,739176020,181839400
747,Aliyu Obaje,Stub,Nigeria,740306640,181839400
748,L. A. Fabunmi,Stub,Nigeria,740447269,181839400
749,Temi Ejoor,Start,Nigeria,741172432,181839400
750,John Yakubu,Stub,Nigeria,742117154,181839400
751,Boniface S. Emerengwa,Stub,Nigeria,742243239,181839400
752,Abdullahi Balarabe Salame,Start,Nigeria,742594594,181839400
753,Patrick Koshoni,Start,Nigeria,742684693,181839400
754,Samuel Ogeh,Stub,Nigeria,743083415,181839400
755,Tatari Ali,Start,Nigeria,743190896,181839400
756,Odigha Odigha,Stub,Nigeria,743856621,181839400
757,Aminu Safana,Stub,Nigeria,743862677,181839400
758,Mohammed Bello Adoke,Start,Nigeria,744087654,181839400
759,Samuel Bassey,Start,Nigeria,744117777,181839400
760,Oluyemi Adeniji,Start,Nigeria,744916250,181839400
761,Oseleye Ojuka,Start,Nigeria,745439794,181839400
762,Edwin Ume-Ezeoke,Stub,Nigeria,745595238,181839400
763,Raymond Njoku,Start,Nigeria,745786235,181839400
764,Tunji Otegbeye,C,Nigeria,746273474,181839400
765,Aminu Bashir Wali,Start,Nigeria,746438262,181839400
766,Bashir Yuguda,Stub,Nigeria,746534137,181839400
767,Frank Ajobena,Stub,Nigeria,746565081,181839400
768,Yarima Ibrahim,Stub,Nigeria,746756722,181839400
769,Sylvester Ugoh,Stub,Nigeria,747244277,181839400
770,National Security Advisor (Nigeria),Stub,Nigeria,747988410,181839400
771,Louis Mbanefo,Start,Nigeria,748101471,181839400
772,Olugbenga Ashiru,Stub,Nigeria,748515743,181839400
773,Nuhu Bamalli,Stub,Nigeria,748633284,181839400
774,"List of Governors of Northern Region, Nigeria",Stub,Nigeria,751053462,181839400
775,Adejoke Orelope-Adefulire,Stub,Nigeria,751780937,181839400
776,Remi Babalola,Start,Nigeria,752461243,181839400
777,Onaolapo Soleye,Stub,Nigeria,752630175,181839400
778,Dahiru Mohammed,Start,Nigeria,753093526,181839400
779,Dan Nwanyanwu,C,Nigeria,753193542,181839400
780,Sebastian Okechukwu Mezu,Start,Nigeria,753200315,181839400
781,James Shaibu Barka,Start,Nigeria,753201175,181839400
782,Danburam Abubakar Nuhu,Start,Nigeria,753215523,181839400
783,Tanko Yakasai,Stub,Nigeria,753870254,181839400
784,Ayo Fasanmi,Start,Nigeria,755225924,181839400
785,Timothy Shelpidi,Start,Nigeria,755597113,181839400
786,Feyisetan Fayose,Stub,Nigeria,756222460,181839400
787,Eme Okoro,Stub,Nigeria,756322600,181839400
788,Chukwuemeka Ngozichineke Wogu,Start,Nigeria,756392289,181839400
789,Sadiya Umar Farouq,Start,Nigeria,756592132,181839400
790,Ibrahim Bunu,Start,Nigeria,756731872,181839400
791,Mojisola Adekunle-Obasanjo,Stub,Nigeria,756827056,181839400
792,Yetunde Onanuga,Stub,Nigeria,756833464,181839400
793,Musa Mohammed Sada,Stub,Nigeria,757006942,181839400
794,Ebun Oyagbola,Start,Nigeria,757336511,181839400
795,Tejumade Alakija,Start,Nigeria,757338458,181839400
796,Gbolahan Olusegun Yishawu,Stub,Nigeria,757463566,181839400
797,Chinwe Obaji,Start,Nigeria,757540500,181839400
798,Fidelis Makka,Start,Nigeria,757551494,181839400
799,Fidelia Njeze,Start,Nigeria,757562345,181839400
800,Helen Esuene,Start,Nigeria,757563136,181839400
801,Manuela George-Izunwa,C,Nigeria,757613940,181839400
802,Ruqayyah Ahmed Rufa'i,Start,Nigeria,757616922,181839400
803,Clever Ikisikpo,Start,Nigeria,757765871,181839400
804,Samuel Adesina,Stub,Nigeria,757792473,181839400
805,Wilberforce Juta,Start,Nigeria,757814345,181839400
806,Mohammed Lawal,Start,Nigeria,758372520,181839400
807,Labaran Maku,Start,Nigeria,758525626,181839400
808,Nkechi Ikpeazu,Start,Nigeria,758541021,181839400
809,Mamman Kontagora,Start,Nigeria,759171415,181839400
810,Lamidi Adedibu,Start,Nigeria,759508235,181839400
811,Sarah Jibril,C,Nigeria,759698330,181839400
812,Ahmad Babba Kaita,Stub,Nigeria,760030043,181839400
813,Leo Segun Ajiborisha,Start,Nigeria,760064451,181839400
814,Deputy President of the Nigerian Senate,Stub,Nigeria,760126403,181839400
815,Walter Feghabo,Stub,Nigeria,760163064,181839400
816,Akanbi Oniyangi,Stub,Nigeria,760390131,181839400
817,Willie Obiano,Start,Nigeria,760603745,181839400
818,Chukwuebuka Anisiobi,Stub,Nigeria,761658964,181839400
819,Mohammed Kumalia,Stub,Nigeria,762063203,181839400
820,Gaius Obaseki,Start,Nigeria,762106197,181839400
821,Abd al-Qadir (Sokoto),Stub,Nigeria,762195257,181839400
822,Olugbenga Onaolapo Obadara,Stub,Nigeria,762379856,181839400
823,Ahmed Aboki Abdullahi,Stub,Nigeria,762496894,181839400
824,Friday Osanebi,Start,Nigeria,762732359,181839400
825,Abdulkadir Kure,Stub,Nigeria,763271950,181839400
826,Kande Balarabe,Stub,Nigeria,763593394,181839400
827,Richard Okonye,Start,Nigeria,763681992,181839400
828,Sabo Bakin Zuwo,Start,Nigeria,763697656,181839400
829,Mamman Shata,Start,Nigeria,763883697,181839400
830,Felix Hyatt,Stub,Nigeria,763999983,181839400
831,Zacheus Chukwukaelo Obi,Stub,Nigeria,764970868,181839400
832,Michael Opeyemi Bamidele,Start,Nigeria,765023792,181839400
833,Akachukwu Sullivan Nwankpo,C,Nigeria,765041723,181839400
834,Lekan Salami,Start,Nigeria,765049939,181839400
835,Moses Da Rocha,Start,Nigeria,765260051,181839400
836,Oluwaseyi Makinde,C,Nigeria,765263822,181839400
837,Yusuf Musa Nagogo,Start,Nigeria,765273612,181839400
838,Saidu Samaila Sambawa,C,Nigeria,765320219,181839400
839,Segun Abraham,Start,Nigeria,765563643,181839400
840,Bukar Shaib,Stub,Nigeria,766493465,181839400
841,Alhaji Yahaya Madawaki,Start,Nigeria,766945320,181839400
842,Gabriel Suswam,Start,Nigeria,767628905,181839400
843,Sir Jude Ejiogu,Stub,Nigeria,768045378,181839400
844,Sheikh Ahmed Abdullah,Start,Nigeria,768212416,181839400
845,Samson Omeruah,Start,Nigeria,768292967,181839400
846,Dabo Aliyu,Stub,Nigeria,768440728,181839400
847,Ibrahim Kazaure,Stub,Nigeria,768484304,181839400
848,Josaiah Ndubuisi Wachuku,Start,Nigeria,768489794,181839400
849,Bassey Asuquo,Stub,Nigeria,768587573,181839400
850,Michael Otedola,Start,Nigeria,768611476,181839400
